"","egg","Olim","temp","velocity"
"1806",42,0.836481,11,0.0025
"1807",43,0.872871,11,0.0025
"1808",44,0.817223,11,0.0025
"1809",45,0.856814,11,0.0025
"1810",46,0.929833,11,0.0025
"1811",47,0.904629,11,0.0025
"1812",48,0.866472,11,0.0025
"1813",49,0.92958,11,0.0025
"1814",50,0.948219,11,0.0025
"1815",51,0.93095,11,0.0025
"1816",52,0.901272,11,0.0025
"1817",53,0.936084,11,0.0025
"1818",54,0.895351,11,0.0025
"1819",55,0.916646,11,0.0025
"1820",56,0.92942,11,0.0025
"1821",57,0.926836,11,0.0025
"1822",58,0.949215,11,0.0025
"1823",59,0.9448,11,0.0025
"1824",60,0.932446,11,0.0025
"1825",61,0.857927,11,0.0025
"1826",62,0.956399,11,0.0025
"1827",63,0.874763,11,0.0025
"1828",64,0.961955,11,0.0025
"1829",65,0.956123,11,0.0025
"1830",66,0.8697,11,0.0025
"1831",67,0.916432,11,0.0025
"1832",68,0.943515,11,0.0025
"1833",69,0.956548,11,0.0025
"1834",70,0.938425,11,0.0025
"1835",71,0.92636,11,0.0025
"1836",72,0.965369,11,0.0025
"1837",73,0.968334,11,0.0025
"1838",74,0.960804,11,0.0025
"1839",75,0.965938,11,0.0025
"1840",76,0.951706,11,0.0025
"1841",77,0.921371,11,0.0025
"1842",78,0.900896,11,0.0025
"1843",79,0.968165,11,0.0025
"1844",80,0.967234,11,0.0025
"1845",81,0.895194,11,0.0025
"1846",82,0.876612,11,0.0025
"1847",83,0.931935,11,0.0025
"1848",84,0.942781,11,0.0025
"1849",85,0.968715,11,0.0025
"1850",86,0.946406,11,0.0025
"1851",87,0.977896,11,0.0025
"1852",88,0.950323,11,0.0025
"1853",89,0.940826,11,0.0025
"1854",90,0.945194,11,0.0025
"1855",91,0.972409,11,0.0025
"1856",92,0.973333,11,0.0025
"1857",93,0.91128,11,0.0025
"1858",94,0.901851,11,0.0025
"1859",95,0.900871,11,0.0025
"1860",96,0.887131,11,0.0025
"1861",97,0.967133,11,0.0025
"1862",98,0.983556,11,0.0025
"1863",99,0.979269,11,0.0025
"1864",100,0.972206,11,0.0025
"1865",101,0.938932,11,0.0025
"1866",102,0.949884,11,0.0025
"1867",103,0.838202,11,0.0025
"1868",104,0.965379,11,0.0025
"1869",105,0.94169,11,0.0025
"1870",106,0.966133,11,0.0025
"1871",107,0.983659,11,0.0025
"1872",108,0.981248,11,0.0025
"1873",109,0.895531,11,0.0025
"1874",110,0.965691,11,0.0025
"1875",111,0.96454,11,0.0025
"1876",112,0.94567,11,0.0025
"1877",113,0.945444,11,0.0025
"1878",114,0.956843,11,0.0025
"1879",115,0.968326,11,0.0025
"1880",116,0.936817,11,0.0025
"1881",117,0.984078,11,0.0025
"1882",118,0.978597,11,0.0025
"1883",119,0.963814,11,0.0025
"1884",120,0.952327,11,0.0025
"1885",121,0.938222,11,0.0025
"1886",122,0.93832,11,0.0025
"1887",123,0.98486,11,0.0025
"1888",124,0.980891,11,0.0025
"1889",125,0.97264,11,0.0025
"1890",126,0.947192,11,0.0025
"2017",1,0.72703,11,0.01
"2018",2,0.726349,11,0.01
"2019",3,0.733585,11,0.01
"2020",4,0.719852,11,0.01
"2021",5,0.728734,11,0.01
"2022",6,0.754873,11,0.01
"2023",7,0.730247,11,0.01
"2024",8,0.732716,11,0.01
"2025",9,0.7272,11,0.01
"2026",10,0.788256,11,0.01
"2027",11,0.730933,11,0.01
"2028",12,0.754991,11,0.01
"2029",13,0.755926,11,0.01
"2030",14,0.768685,11,0.01
"2031",15,0.751716,11,0.01
"2032",16,0.739545,11,0.01
"2033",17,0.775729,11,0.01
"2034",18,0.79212,11,0.01
"2035",19,0.762591,11,0.01
"2036",20,0.768613,11,0.01
"2037",21,0.789075,11,0.01
"2038",22,0.748603,11,0.01
"2039",23,0.811186,11,0.01
"2040",24,0.767298,11,0.01
"2041",25,0.756921,11,0.01
"2042",26,0.760113,11,0.01
"2043",27,0.765916,11,0.01
"2044",28,0.746062,11,0.01
"2045",29,0.755534,11,0.01
"2046",30,0.789237,11,0.01
"2047",31,0.787054,11,0.01
"2048",32,0.715974,11,0.01
"2049",33,0.796479,11,0.01
"2050",34,0.754127,11,0.01
"2051",35,0.762996,11,0.01
"2052",36,0.739769,11,0.01
"2053",37,0.784513,11,0.01
"2054",38,0.752982,11,0.01
"2055",39,0.733744,11,0.01
"2056",40,0.837288,11,0.01
"2057",41,0.797993,11,0.01
"2058",42,0.73927,11,0.01
"2059",43,0.762863,11,0.01
"2060",44,0.720215,11,0.01
"2061",45,0.756817,11,0.01
"2062",46,0.800576,11,0.01
"2063",47,0.802779,11,0.01
"2064",48,0.755568,11,0.01
"2065",49,0.796565,11,0.01
"2066",50,0.83463,11,0.01
"2067",51,0.813741,11,0.01
"2068",52,0.786649,11,0.01
"2069",53,0.819721,11,0.01
"2070",54,0.781837,11,0.01
"2071",55,0.78871,11,0.01
"2072",56,0.801485,11,0.01
"2073",57,0.807903,11,0.01
"2074",58,0.822145,11,0.01
"2075",59,0.829875,11,0.01
"2076",60,0.798696,11,0.01
"2077",61,0.76153,11,0.01
"2078",62,0.843895,11,0.01
"2079",63,0.742383,11,0.01
"2080",64,0.852145,11,0.01
"2081",65,0.837668,11,0.01
"2082",66,0.754301,11,0.01
"2083",67,0.809487,11,0.01
"2084",68,0.832393,11,0.01
"2085",69,0.840719,11,0.01
"2086",70,0.813869,11,0.01
"2087",71,0.802305,11,0.01
"2088",72,0.840739,11,0.01
"2089",73,0.86477,11,0.01
"2090",74,0.851821,11,0.01
"2091",75,0.848075,11,0.01
"2092",76,0.855604,11,0.01
"2093",77,0.799627,11,0.01
"2094",78,0.780925,11,0.01
"2095",79,0.857661,11,0.01
"2096",80,0.846504,11,0.01
"2097",81,0.791773,11,0.01
"2098",82,0.759738,11,0.01
"2099",83,0.820275,11,0.01
"2100",84,0.807364,11,0.01
"2101",85,0.855685,11,0.01
"2102",86,0.818856,11,0.01
"2103",87,0.882185,11,0.01
"2104",88,0.853268,11,0.01
"2105",89,0.85312,11,0.01
"2106",90,0.824286,11,0.01
"2107",91,0.850263,11,0.01
"2108",92,0.842316,11,0.01
"2109",93,0.800636,11,0.01
"2110",94,0.794038,11,0.01
"2111",95,0.787342,11,0.01
"2112",96,0.774975,11,0.01
"2113",97,0.855762,11,0.01
"2114",98,0.903863,11,0.01
"2115",99,0.875211,11,0.01
"2116",100,0.879744,11,0.01
"2117",101,0.807908,11,0.01
"2118",102,0.843171,11,0.01
"2119",103,0.735903,11,0.01
"2120",104,0.839591,11,0.01
"2121",105,0.840307,11,0.01
"2122",106,0.865106,11,0.01
"2123",107,0.883067,11,0.01
"2124",108,0.866682,11,0.01
"2125",109,0.770326,11,0.01
"2126",110,0.85592,11,0.01
"2127",111,0.856828,11,0.01
"2128",112,0.836961,11,0.01
"2129",113,0.820836,11,0.01
"2130",114,0.862146,11,0.01
"2131",115,0.852532,11,0.01
"2132",116,0.851382,11,0.01
"2133",117,0.880606,11,0.01
"2134",118,0.870619,11,0.01
"2135",119,0.867436,11,0.01
"2136",120,0.82553,11,0.01
"2137",121,0.839649,11,0.01
"2138",122,0.847511,11,0.01
"2139",123,0.881855,11,0.01
"2140",124,0.898066,11,0.01
"2141",125,0.872363,11,0.01
"2142",126,0.841173,11,0.01
"2143",1,0.694139,11,0.02
"2144",2,0.692974,11,0.02
"2145",3,0.699102,11,0.02
"2146",4,0.686157,11,0.02
"2147",5,0.694105,11,0.02
"2148",6,0.72308,11,0.02
"2149",7,0.696214,11,0.02
"2150",8,0.696812,11,0.02
"2151",9,0.691312,11,0.02
"2152",10,0.74116,11,0.02
"2153",11,0.697496,11,0.02
"2154",12,0.714241,11,0.02
"2155",13,0.713738,11,0.02
"2156",14,0.726109,11,0.02
"2157",15,0.71041,11,0.02
"2158",16,0.692528,11,0.02
"2159",17,0.732562,11,0.02
"2160",18,0.740747,11,0.02
"2161",19,0.722999,11,0.02
"2162",20,0.721859,11,0.02
"2163",21,0.737473,11,0.02
"2164",22,0.702069,11,0.02
"2165",23,0.760539,11,0.02
"2166",24,0.713042,11,0.02
"2167",25,0.711121,11,0.02
"2168",26,0.712305,11,0.02
"2169",27,0.719261,11,0.02
"2170",28,0.699047,11,0.02
"2171",29,0.706986,11,0.02
"2172",30,0.731974,11,0.02
"2173",31,0.735613,11,0.02
"2174",32,0.678349,11,0.02
"2175",33,0.740537,11,0.02
"2176",34,0.709559,11,0.02
"2177",35,0.713329,11,0.02
"2178",36,0.69524,11,0.02
"2179",37,0.732318,11,0.02
"2180",38,0.704935,11,0.02
"2181",39,0.691521,11,0.02
"2182",40,0.773846,11,0.02
"2183",41,0.736121,11,0.02
"2184",42,0.699123,11,0.02
"2185",43,0.711215,11,0.02
"2186",44,0.682063,11,0.02
"2187",45,0.71419,11,0.02
"2188",46,0.73737,11,0.02
"2189",47,0.752102,11,0.02
"2190",48,0.70795,11,0.02
"2191",49,0.734391,11,0.02
"2192",50,0.768244,11,0.02
"2193",51,0.75119,11,0.02
"2194",52,0.731466,11,0.02
"2195",53,0.757226,11,0.02
"2196",54,0.731197,11,0.02
"2197",55,0.731181,11,0.02
"2198",56,0.737348,11,0.02
"2199",57,0.748264,11,0.02
"2200",58,0.756289,11,0.02
"2201",59,0.763476,11,0.02
"2202",60,0.733734,11,0.02
"2203",61,0.71724,11,0.02
"2204",62,0.77852,11,0.02
"2205",63,0.692518,11,0.02
"2206",64,0.785078,11,0.02
"2207",65,0.772836,11,0.02
"2208",66,0.705133,11,0.02
"2209",67,0.753031,11,0.02
"2210",68,0.76861,11,0.02
"2211",69,0.776317,11,0.02
"2212",70,0.745542,11,0.02
"2213",71,0.740847,11,0.02
"2214",72,0.76747,11,0.02
"2215",73,0.794696,11,0.02
"2216",74,0.784703,11,0.02
"2217",75,0.778492,11,0.02
"2218",76,0.792787,11,0.02
"2219",77,0.740262,11,0.02
"2220",78,0.725771,11,0.02
"2221",79,0.789112,11,0.02
"2222",80,0.772817,11,0.02
"2223",81,0.738523,11,0.02
"2224",82,0.707089,11,0.02
"2225",83,0.751503,11,0.02
"2226",84,0.742535,11,0.02
"2227",85,0.787012,11,0.02
"2228",86,0.751068,11,0.02
"2229",87,0.808523,11,0.02
"2230",88,0.792539,11,0.02
"2231",89,0.790962,11,0.02
"2232",90,0.756127,11,0.02
"2233",91,0.775647,11,0.02
"2234",92,0.763511,11,0.02
"2235",93,0.743007,11,0.02
"2236",94,0.738339,11,0.02
"2237",95,0.732485,11,0.02
"2238",96,0.721207,11,0.02
"2239",97,0.782011,11,0.02
"2240",98,0.834798,11,0.02
"2241",99,0.805927,11,0.02
"2242",100,0.812103,11,0.02
"2243",101,0.741939,11,0.02
"2244",102,0.778324,11,0.02
"2245",103,0.692885,11,0.02
"2246",104,0.766487,11,0.02
"2247",105,0.778188,11,0.02
"2248",106,0.798099,11,0.02
"2249",107,0.805259,11,0.02
"2250",108,0.78931,11,0.02
"2251",109,0.713831,11,0.02
"2252",110,0.780444,11,0.02
"2253",111,0.782934,11,0.02
"2254",112,0.768446,11,0.02
"2255",113,0.751018,11,0.02
"2256",114,0.796004,11,0.02
"2257",115,0.776053,11,0.02
"2258",116,0.793335,11,0.02
"2259",117,0.805748,11,0.02
"2260",118,0.792152,11,0.02
"2261",119,0.796214,11,0.02
"2262",120,0.756908,11,0.02
"2263",121,0.778531,11,0.02
"2264",122,0.788249,11,0.02
"2265",123,0.803187,11,0.02
"2266",124,0.829492,11,0.02
"2267",125,0.803721,11,0.02
"2268",126,0.779491,11,0.02
"2269",1,0.676159,11,0.03
"2270",2,0.674997,11,0.03
"2271",3,0.680448,11,0.03
"2272",4,0.668577,11,0.03
"2273",5,0.67534,11,0.03
"2274",6,0.704962,11,0.03
"2275",7,0.677966,11,0.03
"2276",8,0.677861,11,0.03
"2277",9,0.672358,11,0.03
"2278",10,0.715835,11,0.03
"2279",11,0.679493,11,0.03
"2280",12,0.692602,11,0.03
"2281",13,0.691309,11,0.03
"2282",14,0.702928,11,0.03
"2283",15,0.688711,11,0.03
"2284",16,0.669516,11,0.03
"2285",17,0.70856,11,0.03
"2286",18,0.71364,11,0.03
"2287",19,0.700585,11,0.03
"2288",20,0.697069,11,0.03
"2289",21,0.710145,11,0.03
"2290",22,0.678863,11,0.03
"2291",23,0.732014,11,0.03
"2292",24,0.686243,11,0.03
"2293",25,0.687753,11,0.03
"2294",26,0.687839,11,0.03
"2295",27,0.694528,11,0.03
"2296",28,0.675854,11,0.03
"2297",29,0.682762,11,0.03
"2298",30,0.702787,11,0.03
"2299",31,0.708554,11,0.03
"2300",32,0.659992,11,0.03
"2301",33,0.710855,11,0.03
"2302",34,0.686982,11,0.03
"2303",35,0.688421,11,0.03
"2304",36,0.673804,11,0.03
"2305",37,0.704873,11,0.03
"2306",38,0.680744,11,0.03
"2307",39,0.671149,11,0.03
"2308",40,0.739211,11,0.03
"2309",41,0.70537,11,0.03
"2310",42,0.678736,11,0.03
"2311",43,0.685159,11,0.03
"2312",44,0.663865,11,0.03
"2313",45,0.692191,11,0.03
"2314",46,0.705273,11,0.03
"2315",47,0.724661,11,0.03
"2316",48,0.683733,11,0.03
"2317",49,0.703788,11,0.03
"2318",50,0.732703,11,0.03
"2319",51,0.71851,11,0.03
"2320",52,0.703211,11,0.03
"2321",53,0.724269,11,0.03
"2322",54,0.705417,11,0.03
"2323",55,0.702359,11,0.03
"2324",56,0.705323,11,0.03
"2325",57,0.716814,11,0.03
"2326",58,0.722725,11,0.03
"2327",59,0.728104,11,0.03
"2328",60,0.70191,11,0.03
"2329",61,0.694412,11,0.03
"2330",62,0.743103,11,0.03
"2331",63,0.670576,11,0.03
"2332",64,0.748395,11,0.03
"2333",65,0.737972,11,0.03
"2334",66,0.680689,11,0.03
"2335",67,0.722495,11,0.03
"2336",68,0.734643,11,0.03
"2337",69,0.741968,11,0.03
"2338",70,0.710866,11,0.03
"2339",71,0.708946,11,0.03
"2340",72,0.730049,11,0.03
"2341",73,0.754437,11,0.03
"2342",74,0.747993,11,0.03
"2343",75,0.741013,11,0.03
"2344",76,0.756734,11,0.03
"2345",77,0.709307,11,0.03
"2346",78,0.69799,11,0.03
"2347",79,0.751907,11,0.03
"2348",80,0.734418,11,0.03
"2349",81,0.71043,11,0.03
"2350",82,0.681256,11,0.03
"2351",83,0.715429,11,0.03
"2352",84,0.710445,11,0.03
"2353",85,0.749452,11,0.03
"2354",86,0.717075,11,0.03
"2355",87,0.765786,11,0.03
"2356",88,0.758122,11,0.03
"2357",89,0.75455,11,0.03
"2358",90,0.721062,11,0.03
"2359",91,0.736653,11,0.03
"2360",92,0.723616,11,0.03
"2361",93,0.713038,11,0.03
"2362",94,0.709313,11,0.03
"2363",95,0.704422,11,0.03
"2364",96,0.694489,11,0.03
"2365",97,0.742337,11,0.03
"2366",98,0.791577,11,0.03
"2367",99,0.767246,11,0.03
"2368",100,0.77293,11,0.03
"2369",101,0.709667,11,0.03
"2370",102,0.742488,11,0.03
"2371",103,0.671515,11,0.03
"2372",104,0.728905,11,0.03
"2373",105,0.743163,11,0.03
"2374",106,0.760816,11,0.03
"2375",107,0.76137,11,0.03
"2376",108,0.747843,11,0.03
"2377",109,0.686526,11,0.03
"2378",110,0.73867,11,0.03
"2379",111,0.742348,11,0.03
"2380",112,0.731472,11,0.03
"2381",113,0.716185,11,0.03
"2382",114,0.757944,11,0.03
"2383",115,0.735657,11,0.03
"2384",116,0.758493,11,0.03
"2385",117,0.763886,11,0.03
"2386",118,0.74978,11,0.03
"2387",119,0.755704,11,0.03
"2388",120,0.721719,11,0.03
"2389",121,0.743597,11,0.03
"2390",122,0.75411,11,0.03
"2391",123,0.759809,11,0.03
"2392",124,0.787653,11,0.03
"2393",125,0.764856,11,0.03
"2394",126,0.745566,11,0.03
"2395",1,0.664305,11,0.04
"2396",2,0.663354,11,0.04
"2397",3,0.66822,11,0.04
"2398",4,0.65727,11,0.04
"2399",5,0.662823,11,0.04
"2400",6,0.692218,11,0.04
"2401",7,0.66616,11,0.04
"2402",8,0.665579,11,0.04
"2403",9,0.660067,11,0.04
"2404",10,0.699081,11,0.04
"2405",11,0.66767,11,0.04
"2406",12,0.678289,11,0.04
"2407",13,0.676614,11,0.04
"2408",14,0.687594,11,0.04
"2409",15,0.674465,11,0.04
"2410",16,0.655574,11,0.04
"2411",17,0.692688,11,0.04
"2412",18,0.696025,11,0.04
"2413",19,0.685388,11,0.04
"2414",20,0.680925,11,0.04
"2415",21,0.692405,11,0.04
"2416",22,0.664471,11,0.04
"2417",23,0.712687,11,0.04
"2418",24,0.669532,11,0.04
"2419",25,0.672761,11,0.04
"2420",26,0.672264,11,0.04
"2421",27,0.678459,11,0.04
"2422",28,0.661261,11,0.04
"2423",29,0.667775,11,0.04
"2424",30,0.684656,11,0.04
"2425",31,0.69076,11,0.04
"2426",32,0.648775,11,0.04
"2427",33,0.692204,11,0.04
"2428",34,0.672862,11,0.04
"2429",35,0.672504,11,0.04
"2430",36,0.660657,11,0.04
"2431",37,0.687003,11,0.04
"2432",38,0.665467,11,0.04
"2433",39,0.658254,11,0.04
"2434",40,0.716614,11,0.04
"2435",41,0.686589,11,0.04
"2436",42,0.665706,11,0.04
"2437",43,0.669229,11,0.04
"2438",44,0.652664,11,0.04
"2439",45,0.677831,11,0.04
"2440",46,0.68553,11,0.04
"2441",47,0.706674,11,0.04
"2442",48,0.668293,11,0.04
"2443",49,0.684943,11,0.04
"2444",50,0.710238,11,0.04
"2445",51,0.697708,11,0.04
"2446",52,0.685304,11,0.04
"2447",53,0.703188,11,0.04
"2448",54,0.689056,11,0.04
"2449",55,0.684503,11,0.04
"2450",56,0.685604,11,0.04
"2451",57,0.69683,11,0.04
"2452",58,0.701775,11,0.04
"2453",59,0.70557,11,0.04
"2454",60,0.682527,11,0.04
"2455",61,0.679803,11,0.04
"2456",62,0.720054,11,0.04
"2457",63,0.659981,11,0.04
"2458",64,0.724635,11,0.04
"2459",65,0.715392,11,0.04
"2460",66,0.665638,11,0.04
"2461",67,0.702602,11,0.04
"2462",68,0.712758,11,0.04
"2463",69,0.719614,11,0.04
"2464",70,0.689313,11,0.04
"2465",71,0.689011,11,0.04
"2466",72,0.706716,11,0.04
"2467",73,0.72797,11,0.04
"2468",74,0.724012,11,0.04
"2469",75,0.716876,11,0.04
"2470",76,0.732646,11,0.04
"2471",77,0.68962,11,0.04
"2472",78,0.680658,11,0.04
"2473",79,0.727796,11,0.04
"2474",80,0.710319,11,0.04
"2475",81,0.692524,11,0.04
"2476",82,0.665362,11,0.04
"2477",83,0.692946,11,0.04
"2478",84,0.690287,11,0.04
"2479",85,0.725206,11,0.04
"2480",86,0.695968,11,0.04
"2481",87,0.737628,11,0.04
"2482",88,0.735295,11,0.04
"2483",89,0.730449,11,0.04
"2484",90,0.699209,11,0.04
"2485",91,0.712453,11,0.04
"2486",92,0.699072,11,0.04
"2487",93,0.693898,11,0.04
"2488",94,0.69094,11,0.04
"2489",95,0.687034,11,0.04
"2490",96,0.677818,11,0.04
"2491",97,0.717368,11,0.04
"2492",98,0.762059,11,0.04
"2493",99,0.741859,11,0.04
"2494",100,0.74679,11,0.04
"2495",101,0.690113,11,0.04
"2496",102,0.719175,11,0.04
"2497",103,0.65833,11,0.04
"2498",104,0.705723,11,0.04
"2499",105,0.720283,11,0.04
"2500",106,0.736573,11,0.04
"2501",107,0.732925,11,0.04
"2502",108,0.721321,11,0.04
"2503",109,0.67007,11,0.04
"2504",110,0.711693,11,0.04
"2505",111,0.716393,11,0.04
"2506",112,0.707939,11,0.04
"2507",113,0.694591,11,0.04
"2508",114,0.732865,11,0.04
"2509",115,0.710305,11,0.04
"2510",116,0.734941,11,0.04
"2511",117,0.736802,11,0.04
"2512",118,0.723033,11,0.04
"2513",119,0.72917,11,0.04
"2514",120,0.699551,11,0.04
"2515",121,0.720326,11,0.04
"2516",122,0.731419,11,0.04
"2517",123,0.731945,11,0.04
"2518",124,0.759415,11,0.04
"2519",125,0.739052,11,0.04
"2520",126,0.723512,11,0.04
"2521",1,0.655683,11,0.05
"2522",2,0.654829,11,0.05
"2523",3,0.659498,11,0.05
"2524",4,0.649117,11,0.05
"2525",5,0.654062,11,0.05
"2526",6,0.682689,11,0.05
"2527",7,0.657463,11,0.05
"2528",8,0.656516,11,0.05
"2529",9,0.65145,11,0.05
"2530",10,0.686797,11,0.05
"2531",11,0.659125,11,0.05
"2532",12,0.668128,11,0.05
"2533",13,0.665847,11,0.05
"2534",14,0.676474,11,0.05
"2535",15,0.664527,11,0.05
"2536",16,0.645588,11,0.05
"2537",17,0.681126,11,0.05
"2538",18,0.683296,11,0.05
"2539",19,0.67421,11,0.05
"2540",20,0.66947,11,0.05
"2541",21,0.679768,11,0.05
"2542",22,0.654282,11,0.05
"2543",23,0.698164,11,0.05
"2544",24,0.657868,11,0.05
"2545",25,0.662011,11,0.05
"2546",26,0.661349,11,0.05
"2547",27,0.666939,11,0.05
"2548",28,0.651072,11,0.05
"2549",29,0.657194,11,0.05
"2550",30,0.671781,11,0.05
"2551",31,0.677986,11,0.05
"2552",32,0.64051,11,0.05
"2553",33,0.678853,11,0.05
"2554",34,0.662782,11,0.05
"2555",35,0.661362,11,0.05
"2556",36,0.651389,11,0.05
"2557",37,0.6745,11,0.05
"2558",38,0.654888,11,0.05
"2559",39,0.649295,11,0.05
"2560",40,0.70054,11,0.05
"2561",41,0.673479,11,0.05
"2562",42,0.656432,11,0.05
"2563",43,0.658516,11,0.05
"2564",44,0.644899,11,0.05
"2565",45,0.667526,11,0.05
"2566",46,0.671707,11,0.05
"2567",47,0.693519,11,0.05
"2568",48,0.657142,11,0.05
"2569",49,0.671832,11,0.05
"2570",50,0.694573,11,0.05
"2571",51,0.682885,11,0.05
"2572",52,0.672736,11,0.05
"2573",53,0.688392,11,0.05
"2574",54,0.677354,11,0.05
"2575",55,0.672042,11,0.05
"2576",56,0.671919,11,0.05
"2577",57,0.682777,11,0.05
"2578",58,0.687185,11,0.05
"2579",59,0.689863,11,0.05
"2580",60,0.670065,11,0.05
"2581",61,0.669259,11,0.05
"2582",62,0.703505,11,0.05
"2583",63,0.652259,11,0.05
"2584",64,0.707389,11,0.05
"2585",65,0.699405,11,0.05
"2586",66,0.655066,11,0.05
"2587",67,0.688455,11,0.05
"2588",68,0.697166,11,0.05
"2589",69,0.703808,11,0.05
"2590",70,0.674061,11,0.05
"2591",71,0.674972,11,0.05
"2592",72,0.690616,11,0.05
"2593",73,0.709165,11,0.05
"2594",74,0.707055,11,0.05
"2595",75,0.699687,11,0.05
"2596",76,0.715269,11,0.05
"2597",77,0.675359,11,0.05
"2598",78,0.66973,11,0.05
"2599",79,0.710847,11,0.05
"2600",80,0.693414,11,0.05
"2601",81,0.679836,11,0.05
"2602",82,0.65456,11,0.05
"2603",83,0.677482,11,0.05
"2604",84,0.676437,11,0.05
"2605",85,0.707936,11,0.05
"2606",86,0.681546,11,0.05
"2607",87,0.717464,11,0.05
"2608",88,0.718759,11,0.05
"2609",89,0.712813,11,0.05
"2610",90,0.683772,11,0.05
"2611",91,0.695601,11,0.05
"2612",92,0.682276,11,0.05
"2613",93,0.680262,11,0.05
"2614",94,0.678085,11,0.05
"2615",95,0.674667,11,0.05
"2616",96,0.666403,11,0.05
"2617",97,0.699722,11,0.05
"2618",98,0.740292,11,0.05
"2619",99,0.72362,11,0.05
"2620",100,0.728293,11,0.05
"2621",101,0.676557,11,0.05
"2622",102,0.702331,11,0.05
"2623",103,0.648852,11,0.05
"2624",104,0.689452,11,0.05
"2625",105,0.703786,11,0.05
"2626",106,0.719031,11,0.05
"2627",107,0.713097,11,0.05
"2628",108,0.702578,11,0.05
"2629",109,0.65862,11,0.05
"2630",110,0.69271,11,0.05
"2631",111,0.698122,11,0.05
"2632",112,0.691574,11,0.05
"2633",113,0.679577,11,0.05
"2634",114,0.714752,11,0.05
"2635",115,0.693901,11,0.05
"2636",116,0.717646,11,0.05
"2637",117,0.717754,11,0.05
"2638",118,0.704388,11,0.05
"2639",119,0.710358,11,0.05
"2640",120,0.684186,11,0.05
"2641",121,0.7034,11,0.05
"2642",122,0.714923,11,0.05
"2643",123,0.712507,11,0.05
"2644",124,0.738837,11,0.05
"2645",125,0.720566,11,0.05
"2646",126,0.707422,11,0.05
"2647",1,0.649204,11,0.06
"2648",2,0.648409,11,0.06
"2649",3,0.652524,11,0.06
"2650",4,0.643065,11,0.06
"2651",5,0.64712,11,0.06
"2652",6,0.674762,11,0.06
"2653",7,0.650979,11,0.06
"2654",8,0.64993,11,0.06
"2655",9,0.644597,11,0.06
"2656",10,0.676954,11,0.06
"2657",11,0.652542,11,0.06
"2658",12,0.66016,11,0.06
"2659",13,0.657836,11,0.06
"2660",14,0.667832,11,0.06
"2661",15,0.656973,11,0.06
"2662",16,0.638665,11,0.06
"2663",17,0.672265,11,0.06
"2664",18,0.673712,11,0.06
"2665",19,0.665508,11,0.06
"2666",20,0.66098,11,0.06
"2667",21,0.670029,11,0.06
"2668",22,0.6466,11,0.06
"2669",23,0.686803,11,0.06
"2670",24,0.649375,11,0.06
"2671",25,0.654245,11,0.06
"2672",26,0.652907,11,0.06
"2673",27,0.658306,11,0.06
"2674",28,0.643763,11,0.06
"2675",29,0.649355,11,0.06
"2676",30,0.662126,11,0.06
"2677",31,0.66847,11,0.06
"2678",32,0.634551,11,0.06
"2679",33,0.668972,11,0.06
"2680",34,0.655161,11,0.06
"2681",35,0.653116,11,0.06
"2682",36,0.645122,11,0.06
"2683",37,0.665072,11,0.06
"2684",38,0.64697,11,0.06
"2685",39,0.642876,11,0.06
"2686",40,0.688426,11,0.06
"2687",41,0.663605,11,0.06
"2688",42,0.649369,11,0.06
"2689",43,0.650977,11,0.06
"2690",44,0.63895,11,0.06
"2691",45,0.659708,11,0.06
"2692",46,0.661169,11,0.06
"2693",47,0.683443,11,0.06
"2694",48,0.648864,11,0.06
"2695",49,0.661969,11,0.06
"2696",50,0.682791,11,0.06
"2697",51,0.671789,11,0.06
"2698",52,0.663122,11,0.06
"2699",53,0.677112,11,0.06
"2700",54,0.668606,11,0.06
"2701",55,0.66251,11,0.06
"2702",56,0.661589,11,0.06
"2703",57,0.672451,11,0.06
"2704",58,0.676234,11,0.06
"2705",59,0.677891,11,0.06
"2706",60,0.661153,11,0.06
"2707",61,0.661492,11,0.06
"2708",62,0.69103,11,0.06
"2709",63,0.6455,11,0.06
"2710",64,0.694498,11,0.06
"2711",65,0.687012,11,0.06
"2712",66,0.64734,11,0.06
"2713",67,0.677711,11,0.06
"2714",68,0.685735,11,0.06
"2715",69,0.691665,11,0.06
"2716",70,0.662966,11,0.06
"2717",71,0.664765,11,0.06
"2718",72,0.678589,11,0.06
"2719",73,0.694812,11,0.06
"2720",74,0.694328,11,0.06
"2721",75,0.686899,11,0.06
"2722",76,0.701975,11,0.06
"2723",77,0.664751,11,0.06
"2724",78,0.663755,11,0.06
"2725",79,0.697814,11,0.06
"2726",80,0.681127,11,0.06
"2727",81,0.670443,11,0.06
"2728",82,0.646454,11,0.06
"2729",83,0.665812,11,0.06
"2730",84,0.666054,11,0.06
"2731",85,0.69494,11,0.06
"2732",86,0.671177,11,0.06
"2733",87,0.702523,11,0.06
"2734",88,0.705956,11,0.06
"2735",89,0.699272,11,0.06
"2736",90,0.672604,11,0.06
"2737",91,0.682978,11,0.06
"2738",92,0.670135,11,0.06
"2739",93,0.670874,11,0.06
"2740",94,0.668599,11,0.06
"2741",95,0.665806,11,0.06
"2742",96,0.658016,11,0.06
"2743",97,0.686554,11,0.06
"2744",98,0.723606,11,0.06
"2745",99,0.709761,11,0.06
"2746",100,0.714048,11,0.06
"2747",101,0.666854,11,0.06
"2748",102,0.689592,11,0.06
